,lot,am_or_pm,browser_info,company,credit_card,cc_exp_date,cc_security_code,cc_provider,job,ip_address,language,purchase_price
9332,01 lr,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9; rv:1.9.4.20) Gecko/2013-12-14 01:30:51 Firefox/3.8,King-Tate,4362095094487505,05/26,476,Diners Club / Carte Blanche,Television/film/video producer,190.206.36.200,pt,36.3
9333,20 pI,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8; rv:1.9.6.20) Gecko/2012-01-09 21:37:41 Firefox/3.6.7,Hernandez-Davis,4146491240031300,10/20,611,VISA 13 digit,Counselling psychologist,104.179.223.16,it,15.01
9334,22 oN,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.0),Edwards-Campbell,6011947650694520,10/23,4,Mastercard,Radio broadcast assistant,62.188.188.21,pt,14.74
9335,71 JV,PM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.855.0 Safari/5321",Lewis-Bell,30200897857629,03/21,512,VISA 13 digit,Clinical cytogeneticist,172.216.145.144,it,40.48
9336,29 ux,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.23.5 (KHTML, like Gecko) Version/4.0 Safari/535.23.5","Mendez, Hansen and Hansen",210084645107400,09/18,376,JCB 16 digit,"Surveyor, mining",191.68.123.160,el,91.8
9337,27 rP,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),Schwartz Inc,5178414985094810,06/24,675,VISA 16 digit,Training and development officer,202.195.193.205,it,39.99
9338,95 cQ,AM,Opera/8.90.(X11; Linux i686; it-IT) Presto/2.9.183 Version/11.00,Banks-Peterson,4237402437135,09/19,8313,VISA 13 digit,Higher education lecturer,180.60.98.144,it,6.17
9339,93 mT,PM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5340 (KHTML, like Gecko) Chrome/14.0.808.0 Safari/5340","Peterson, Mack and Hernandez",501859922202,10/19,519,VISA 13 digit,Corporate investment banker,26.93.77.65,el,68.3
9340,41 OF,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.1),Spencer-Bennett,3088852133860117,11/23,917,Maestro,Fitness centre manager,51.151.168.241,de,90.75
9341,08 oY,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5342 (KHTML, like Gecko) Chrome/15.0.819.0 Safari/5342",Wade Inc,3096312727880625,12/17,786,Maestro,Tourism officer,43.7.71.193,ru,6.84
9342,16 gc,AM,Opera/8.82.(Windows 98; Win 9x 4.90; sl-SI) Presto/2.9.162 Version/10.00,Rios Group,5578194409510015,02/22,638,Voyager,"Surveyor, insurance",78.108.54.246,pt,91.17
9343,80 QT,AM,Opera/8.69.(X11; Linux x86_64; sl-SI) Presto/2.9.185 Version/11.00,"Allison, Oneal and Gould",6011660650452902,05/18,169,VISA 13 digit,"Accountant, chartered management",166.174.60.198,fr,84.04
9344,37 VV,PM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.13.6 (KHTML, like Gecko) Version/4.0 Safari/531.13.6",Collins-Wilson,4502405588960381,03/25,343,Diners Club / Carte Blanche,Hospital doctor,89.203.55.223,ru,21.74
9345,98 QN,PM,Opera/8.25.(Windows CE; it-IT) Presto/2.9.173 Version/12.00,"Johnson, Wright and Lowery",6011499533568059,08/23,315,VISA 16 digit,"Teacher, early years/pre",95.247.127.247,es,27.33
9346,16 Wo,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2012-12-27 13:17:07 Firefox/3.6.2,Richard-Valdez,344076004585126,04/20,475,JCB 16 digit,Financial controller,92.38.185.142,el,89.34
9347,97 Ty,AM,Mozilla/5.0 (Windows NT 6.1; sl-SI; rv:1.9.0.20) Gecko/2013-06-25 18:20:21 Firefox/3.8,Andrews-Duncan,4627284367416208,11/17,850,Maestro,IT trainer,204.216.44.255,en,42.67
9348,70 cn,AM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5341 (KHTML, like Gecko) Chrome/13.0.829.0 Safari/5341",Smith-Holland,378702233406862,11/23,303,JCB 16 digit,Ergonomist,139.239.182.122,zh,43.42
9349,68 Bb,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.6.1 (KHTML, like Gecko) Version/5.0.3 Safari/532.6.1","Dunn, Kennedy and Banks",675911308251,02/23,669,VISA 13 digit,Purchasing manager,106.6.163.83,pt,73.82
9350,61 qO,AM,Opera/9.40.(X11; Linux x86_64; it-IT) Presto/2.9.178 Version/12.00,Khan LLC,343001485932770,11/25,556,Voyager,Fine artist,203.233.187.117,fr,17.21
9351,22 oQ,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),Martin-Rivera,869997141867892,07/20,672,Maestro,"Engineer, automotive",131.137.83.197,it,56.01
9352,48 qk,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.42.4 (KHTML, like Gecko) Version/5.0 Safari/531.42.4","French, Aguilar and Morton",5591209058967937,05/26,943,Discover,Scientific laboratory technician,177.85.120.142,en,72.39
9353,78 Bs,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-10-27 05:10:03 Firefox/6.0,Ramirez-Moran,6011073142905513,09/20,6971,JCB 16 digit,Surgeon,157.97.178.209,es,76.99
9354,50 ct,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9 rv:3.0; it-IT) AppleWebKit/531.15.4 (KHTML, like Gecko) Version/5.0.1 Safari/531.15.4",Sparks PLC,4127163644161,01/26,754,JCB 16 digit,Sports administrator,251.7.97.217,ru,71.35
9355,92 wR,AM,Opera/8.87.(X11; Linux x86_64; sl-SI) Presto/2.9.181 Version/12.00,"Robinson, Jones and Fuentes",210090497165727,08/24,163,Voyager,"Psychologist, counselling",100.252.82.83,zh,81.9
9356,82 OB,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9; rv:1.9.3.20) Gecko/2012-11-30 23:05:32 Firefox/3.6.11,Davis LLC,5133209275419535,08/17,659,Discover,"Therapist, music",153.231.38.62,it,14.13
9357,07 ZR,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/14.0.898.0 Safari/5350",Payne-Pena,4365880502790013,11/24,75,VISA 13 digit,Industrial/product designer,119.200.27.76,fr,24.57
9358,16 iu,AM,Opera/8.38.(X11; Linux i686; it-IT) Presto/2.9.179 Version/10.00,Green LLC,30384743556187,05/17,552,Mastercard,"Surveyor, land/geomatics",215.216.165.47,en,64.09
9359,24 wd,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9 rv:3.0; it-IT) AppleWebKit/534.36.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.36.2","Dawson, Riley and Lloyd",3337097098911302,07/23,468,JCB 16 digit,Furniture conservator/restorer,166.235.13.1,en,48.0
9360,52 Aq,PM,Opera/9.64.(X11; Linux i686; en-US) Presto/2.9.177 Version/11.00,Bolton Ltd,4817859825471083,12/16,130,JCB 15 digit,Aeronautical engineer,67.224.30.35,es,63.84
9361,96 iH,PM,Opera/9.21.(X11; Linux x86_64; it-IT) Presto/2.9.164 Version/10.00,Haynes Group,4162642442689902,06/26,370,VISA 16 digit,Chartered management accountant,14.116.102.30,en,88.0
9362,75 QF,PM,Opera/9.75.(X11; Linux x86_64; it-IT) Presto/2.9.187 Version/12.00,Simpson-Williams,348186715245518,07/17,4529,Mastercard,Firefighter,201.177.252.246,de,9.05
9363,41 tI,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4 rv:4.0; en-US) AppleWebKit/533.30.5 (KHTML, like Gecko) Version/5.0.1 Safari/533.30.5","Robertson, Morris and Skinner",6011607352136622,01/20,198,American Express,Wellsite geologist,157.65.188.249,ru,61.69
9364,49 ju,AM,Opera/8.11.(Windows 95; it-IT) Presto/2.9.186 Version/12.00,Henderson PLC,4508911603494,02/17,174,Mastercard,Chiropractor,143.145.227.174,zh,50.01
9365,37 Wj,PM,Mozilla/5.0 (Windows NT 5.2; it-IT; rv:1.9.0.20) Gecko/2011-08-12 07:54:39 Firefox/13.0,Hardy Group,6011113152396052,05/21,846,VISA 16 digit,Retail manager,8.15.196.157,de,76.3
9366,64 aG,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8; rv:1.9.4.20) Gecko/2013-06-22 02:11:14 Firefox/3.8,French PLC,60402529824,06/21,359,VISA 16 digit,"Journalist, magazine",246.203.41.177,fr,19.05
9367,13 lA,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7 rv:5.0; sl-SI) AppleWebKit/531.44.7 (KHTML, like Gecko) Version/5.0.2 Safari/531.44.7",Campbell-Davis,676378124066,07/21,3817,VISA 16 digit,Landscape architect,235.118.72.163,fr,40.18
9368,68 Dg,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2014-07-06 16:35:26 Firefox/12.0,Williamson-Parrish,4811390302333402,07/21,493,Voyager,"Teacher, music",102.143.169.189,pt,7.32
9369,92 vS,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; rv:1.9.5.20) Gecko/2015-12-24 18:19:06 Firefox/3.6.17,Jenkins-Walker,340523694098856,11/18,556,American Express,Hydrogeologist,57.64.188.105,es,76.47
9370,51 kS,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5) AppleWebKit/5332 (KHTML, like Gecko) Chrome/13.0.835.0 Safari/5332","Campbell, Santiago and Ferguson",589397852247,01/26,917,Discover,Building services engineer,73.77.236.177,en,42.46
9371,83 YV,PM,Mozilla/5.0 (Windows NT 5.01; it-IT; rv:1.9.0.20) Gecko/2012-09-04 17:51:03 Firefox/5.0,Thompson LLC,344230630863965,03/26,421,VISA 16 digit,"Research officer, trade union",204.149.151.182,el,28.62
9372,34 LO,PM,Mozilla/5.0 (Windows NT 5.1; sl-SI; rv:1.9.2.20) Gecko/2014-06-08 13:54:48 Firefox/3.6.6,Walker and Sons,4954118368772,07/25,126,JCB 16 digit,Print production planner,211.244.109.240,el,48.77
9373,78 Ae,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_1; rv:1.9.4.20) Gecko/2016-01-31 17:28:22 Firefox/10.0,"Rogers, Griffin and Gaines",3088217821847299,11/20,723,American Express,Nature conservation officer,5.108.208.110,zh,75.33
9374,56 uZ,AM,Opera/8.13.(Windows 95; en-US) Presto/2.9.164 Version/12.00,Mcfarland-Gallegos,5215731372526616,07/19,973,Discover,Tourism officer,249.160.252.161,pt,24.01
9375,97 lY,PM,Opera/9.22.(Windows 95; en-US) Presto/2.9.168 Version/12.00,"Stewart, Turner and Bell",210005919868542,11/23,121,VISA 16 digit,"Engineer, civil (contracting)",158.95.187.13,fr,98.07
9376,03 MR,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),Martin Inc,639046110735,02/18,49,VISA 16 digit,Copy,17.175.61.246,ru,34.37
9377,60 TM,AM,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5320 (KHTML, like Gecko) Chrome/13.0.803.0 Safari/5320","Saunders, Ayala and Gardner",4585888686100556,10/18,8859,Discover,IT consultant,10.205.160.216,es,54.72
9378,26 Rw,PM,"Mozilla/5.0 (Windows 98) AppleWebKit/5341 (KHTML, like Gecko) Chrome/13.0.835.0 Safari/5341","Moreno, Williams and Sharp",5472282892500572,08/22,192,JCB 16 digit,"Radiographer, diagnostic",223.84.107.190,fr,99.06
9379,84 YN,PM,Opera/8.54.(Windows NT 5.0; en-US) Presto/2.9.174 Version/12.00,"Johnston, Arellano and Kline",4423462797911750,02/24,824,JCB 15 digit,Chiropodist,65.92.60.219,pt,53.51
9380,97 nZ,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sl-SI) AppleWebKit/533.12.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.12.6",Jennings-Cole,5191405616313010,06/23,117,VISA 13 digit,Ceramics designer,241.20.9.43,es,26.15
9381,67 nv,PM,Opera/9.14.(X11; Linux x86_64; it-IT) Presto/2.9.187 Version/12.00,Smith Inc,3337000009689355,09/22,984,VISA 16 digit,Archivist,174.157.184.91,it,26.91
9382,73 sL,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1) AppleWebKit/5312 (KHTML, like Gecko) Chrome/14.0.841.0 Safari/5312","Berry, Joseph and Brewer",3337394138780718,06/25,985,VISA 13 digit,Nutritional therapist,68.0.215.213,fr,17.84
9383,32 nw,AM,Opera/8.72.(X11; Linux x86_64; sl-SI) Presto/2.9.170 Version/10.00,"Walker, Brown and Patterson",869991254712664,01/25,266,Discover,"Journalist, magazine",73.118.110.83,ru,98.46
9384,85 Wi,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-04-11 19:59:04 Firefox/3.8,Harvey LLC,4783342433709541,08/16,967,American Express,English as a second language teacher,72.3.32.57,es,13.06
9385,88 cB,PM,Mozilla/5.0 (Windows NT 4.0; sl-SI; rv:1.9.2.20) Gecko/2015-11-26 06:21:31 Firefox/3.6.18,"Snyder, Walker and Martinez",561230678964,04/19,233,JCB 16 digit,Police officer,11.147.146.142,ru,46.87
9386,18 zv,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:2.0; sl-SI) AppleWebKit/531.30.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.30.7",Munoz-Gordon,3096065354816664,01/26,489,Mastercard,Chiropractor,149.90.225.114,fr,48.28
9387,26 Xc,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1),"Knight, Cox and Taylor",30118817570579,05/24,233,Discover,Television production assistant,13.175.138.78,ru,34.15
9388,36 oO,PM,Opera/8.38.(X11; Linux i686; sl-SI) Presto/2.9.166 Version/10.00,Valencia-Franklin,30217997874973,04/24,248,Maestro,Medical illustrator,198.222.253.115,de,52.2
9389,07 KB,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.1.7 (KHTML, like Gecko) Version/5.0.3 Safari/535.1.7",Smith Group,30525951998624,05/17,854,Diners Club / Carte Blanche,Chartered loss adjuster,40.213.134.38,ru,13.47
9390,61 Xu,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),Simmons-Johnson,6011504096018069,12/23,492,VISA 13 digit,Radio broadcast assistant,9.169.121.1,it,9.97
9391,97 uL,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5352 (KHTML, like Gecko) Chrome/14.0.833.0 Safari/5352",Lynn-Perez,503854972877,01/17,228,JCB 15 digit,Pensions consultant,12.5.27.196,de,72.42
9392,63 Ia,AM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/5311",Williams LLC,379829753689491,08/17,600,JCB 16 digit,"Therapist, art",175.46.83.182,en,84.25
9393,24 fZ,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5361 (KHTML, like Gecko) Chrome/13.0.808.0 Safari/5361",Stevenson-Zamora,4889381869755712,07/20,336,JCB 16 digit,"Conservation officer, historic buildings",28.119.126.61,pt,90.36
9394,71 fi,AM,Opera/9.24.(Windows NT 6.1; sl-SI) Presto/2.9.175 Version/11.00,Kelly Ltd,30496600478170,08/18,808,Voyager,Counselling psychologist,156.73.134.63,zh,19.56
9395,50 Mm,AM,Opera/9.12.(Windows 95; it-IT) Presto/2.9.183 Version/10.00,"Brewer, Dickerson and Morris",210019790082909,02/21,999,Voyager,Systems developer,150.143.250.54,en,82.48
9396,20 jV,PM,Mozilla/5.0 (Windows NT 5.01; it-IT; rv:1.9.2.20) Gecko/2010-09-24 23:57:15 Firefox/3.6.7,"Johnson, Hodge and Sanders",30510930578440,10/17,496,Mastercard,Health and safety inspector,103.81.170.169,de,11.36
9397,99 aL,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sl-SI) AppleWebKit/532.49.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.49.5",Hunter-Smith,30211357189395,10/16,9595,JCB 15 digit,Systems analyst,113.243.124.247,es,77.22
9398,66 vB,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),Murphy PLC,3337262679185466,03/21,445,Discover,"Production assistant, radio",132.58.82.66,de,46.75
9399,02 ms,PM,"Mozilla/5.0 (Windows CE) AppleWebKit/5320 (KHTML, like Gecko) Chrome/15.0.852.0 Safari/5320","Marshall, Heath and Burton",4256073592743777,03/25,240,Maestro,"Engineer, materials",208.166.154.234,zh,84.97
9400,70 GE,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),"Baker, Meza and Gamble",4188108260265,04/17,446,JCB 16 digit,Materials engineer,55.151.50.98,zh,40.66
9401,40 dU,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.0),Stewart-Brown,630450071257,02/26,208,JCB 16 digit,"Administrator, local government",228.91.198.110,es,55.59
9402,03 xm,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.830.0 Safari/5351",Williams-Hoffman,4064415711576806,04/25,99,American Express,"Scientist, marine",91.79.97.30,it,55.91
9403,53 HQ,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2) AppleWebKit/5310 (KHTML, like Gecko) Chrome/15.0.813.0 Safari/5310","Owen, White and Peters",869997668559369,12/24,827,Mastercard,"Engineer, agricultural",154.168.44.89,de,5.59
9404,96 zo,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),Wilson-Smith,30135720441110,10/23,615,Diners Club / Carte Blanche,Television production assistant,209.0.141.149,pt,35.01
9405,40 GB,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8) AppleWebKit/5321 (KHTML, like Gecko) Chrome/15.0.801.0 Safari/5321","Buck, Torres and Ward",4328198687499318,04/24,681,VISA 13 digit,Higher education lecturer,0.24.195.116,it,28.37
9406,50 mN,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),Harris PLC,4570301297391736,06/20,675,JCB 16 digit,Sport and exercise psychologist,18.200.121.208,de,23.62
9407,29 hR,AM,Opera/9.25.(Windows NT 6.2; en-US) Presto/2.9.162 Version/11.00,Fisher Inc,4486617569405463,03/19,186,Discover,Environmental consultant,239.79.143.174,es,6.27
9408,89 uT,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.1),"Jenkins, Flores and Wagner",344160051686688,06/26,407,Diners Club / Carte Blanche,Rural practice surveyor,77.108.124.50,en,94.59
9409,30 lQ,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.874.0 Safari/5342",Hill LLC,30119636581631,11/17,508,Voyager,Advertising art director,4.127.27.116,it,82.15
9410,32 mQ,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.9.5 (KHTML, like Gecko) Version/5.0 Safari/531.9.5",Soto-Baker,30006565785350,12/20,932,JCB 16 digit,"Engineer, drilling",152.235.143.55,it,34.03
9411,95 Fd,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-09-27 08:58:35 Firefox/3.6.1,Long PLC,373957063879118,10/16,349,Voyager,Location manager,112.139.104.24,it,88.85
9412,96 gj,AM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.5.3 (KHTML, like Gecko) Version/4.0 Safari/532.5.3",Thomas Inc,3088798404568816,04/20,592,JCB 15 digit,Travel agency manager,110.107.183.211,de,75.82
9413,71 AM,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),"Moore, Cook and Bailey",4927805731556746,01/17,352,Diners Club / Carte Blanche,Financial risk analyst,233.151.80.221,en,86.65
9414,88 oj,PM,Opera/9.55.(X11; Linux i686; sl-SI) Presto/2.9.174 Version/12.00,"Williamson, Perry and Glenn",869997997591778,11/21,474,Maestro,Financial planner,1.123.120.135,zh,19.82
9415,96 XO,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6 rv:3.0; it-IT) AppleWebKit/531.48.5 (KHTML, like Gecko) Version/4.0 Safari/531.48.5",Wilcox-Oneill,30276883837767,12/20,77,Diners Club / Carte Blanche,Brewing technologist,119.229.212.146,ru,83.48
9416,09 IB,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.34.3 (KHTML, like Gecko) Version/4.1 Safari/532.34.3","Castillo, Shelton and Sellers",589345582821,04/25,976,Voyager,Actor,173.55.214.50,zh,40.45
9417,20 CU,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),Lopez Group,30474135290006,11/23,871,JCB 16 digit,"Engineer, electronics",179.71.65.206,el,5.87
9418,90 eu,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),Williamson Inc,377803991361918,06/18,182,VISA 16 digit,Multimedia specialist,125.248.229.125,pt,90.17
9419,27 ED,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/13.0.883.0 Safari/5330","Lambert, Bryant and Kirk",30200711360420,10/18,50,Maestro,Therapeutic radiographer,31.49.152.231,zh,32.91
9420,06 gd,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4) AppleWebKit/5311 (KHTML, like Gecko) Chrome/13.0.891.0 Safari/5311","Nelson, Ferrell and Gilbert",3337370979064776,02/19,560,VISA 13 digit,"Administrator, Civil Service",156.82.45.190,es,68.6
9421,90 hr,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.1),"Colon, Wilson and Hernandez",5516413690317384,03/24,499,Discover,"Sound technician, broadcasting/film/video",177.139.34.7,zh,82.72
9422,35 ZE,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sl-SI) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.14.2",Simmons-Jones,3096213931178337,02/25,593,JCB 16 digit,Insurance risk surveyor,132.228.50.149,pt,81.29
9423,52 qt,AM,Opera/8.66.(Windows NT 6.2; it-IT) Presto/2.9.173 Version/10.00,May-Mckinney,675926291856,06/24,882,Mastercard,"Designer, textile",190.87.219.214,el,31.63
9424,10 ys,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/15.0.892.0 Safari/5360",Levine-Smith,4817678317116836,09/24,610,American Express,"Psychologist, clinical",192.52.12.156,en,9.61
9425,86 ws,AM,Opera/8.34.(Windows NT 6.1; sl-SI) Presto/2.9.185 Version/12.00,Miller PLC,371353587489596,09/20,953,Diners Club / Carte Blanche,Chartered legal executive (England and Wales),97.32.62.33,de,26.2
9426,92 SE,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2; rv:1.9.5.20) Gecko/2014-05-08 11:04:04 Firefox/12.0,Chapman Group,869963653492743,05/20,851,Maestro,Barrister,119.37.120.12,it,37.96
9427,11 dX,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; it-IT) AppleWebKit/535.6.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.6.3",Walker Group,869925749287874,03/19,72,Voyager,Special educational needs teacher,229.100.127.28,ru,25.78
9428,86 uE,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.827.0 Safari/5362",Thomas PLC,180035974494849,06/22,99,VISA 16 digit,Graphic designer,194.132.64.137,zh,15.26
9429,60 Ey,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3) AppleWebKit/5360 (KHTML, like Gecko) Chrome/15.0.887.0 Safari/5360",Smith-Wright,3096889892260915,02/19,505,VISA 16 digit,English as a second language teacher,69.120.241.229,ru,22.87
9430,94 vB,PM,Opera/8.57.(X11; Linux x86_64; sl-SI) Presto/2.9.165 Version/10.00,"Gonzalez, Burns and Jones",60472913221,03/17,520,VISA 16 digit,Dance movement psychotherapist,232.131.3.151,pt,83.05
9431,50 nd,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1) AppleWebKit/5311 (KHTML, like Gecko) Chrome/15.0.849.0 Safari/5311",Braun-Roach,869918478410973,10/23,930,JCB 16 digit,Careers information officer,15.241.227.52,fr,98.56
9432,64 mJ,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sl-SI) AppleWebKit/535.6.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.6.4","Miranda, Gomez and Thomas",30095378976884,01/22,9776,Mastercard,"Scientist, marine",215.90.36.99,de,42.9
9433,45 RC,AM,Opera/9.65.(X11; Linux x86_64; en-US) Presto/2.9.167 Version/10.00,Page Inc,3158739208532702,08/19,949,VISA 13 digit,Management consultant,97.35.158.80,pt,1.72
9434,68 Ms,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:4.0; it-IT) AppleWebKit/532.14.5 (KHTML, like Gecko) Version/5.0 Safari/532.14.5",Fisher-Lane,3528695376323022,08/22,112,VISA 16 digit,"Psychologist, clinical",225.184.197.59,el,49.52
9435,09 Ta,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.18.3 (KHTML, like Gecko) Version/5.0.3 Safari/534.18.3",Garza-Payne,373897430058238,04/22,337,Maestro,Geophysical data processor,177.193.61.16,zh,55.48
9436,86 Wn,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),Mills and Sons,503886710402,07/20,589,JCB 15 digit,Secondary school teacher,103.237.21.221,de,51.24
9437,54 SU,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),Williams-Roth,30309211460976,07/18,274,Diners Club / Carte Blanche,Naval architect,155.37.39.12,es,25.11
